policy_name,policy_label,same_week_service_pct,fill_rate_pct,final_backlog_units,peak_backlog_units,total_cost,classical_total_kgCO2e,time_dependent_dlca_total_kgCO2e,dynamic_total_kgCO2e,sddlca_total_kgCO2e,hidden_carbon_vs_td_dlca,hidden_carbon_vs_dynamic,hidden_carbon_vs_classical
rt52_rr34_fg16_bq14_air8_12_ca,RT52 RR34 FG16 BQ14 Air8/12 CA,90.22,92.84,48.25,63.57,70562.87,18200.24,18086.38,18086.38,22085.69,3999.31,3999.31,3885.45
rt52_rr34_fg16_bq16_air1_3_std,RT52 RR34 FG16 BQ16 Air1/3 STD,92.02,94.72,35.61,50.91,64318.63,18569.62,18481.61,18481.61,22459.22,3977.61,3977.61,3889.6
rt52_rr34_fg16_bq16_air1_3_ca,RT52 RR34 FG16 BQ16 Air1/3 CA,89.62,92.23,52.39,67.69,72250.44,18084.15,17975.7,17975.7,22038.78,4063.09,4063.09,3954.64
rt52_rr34_fg16_bq16_air3_6_std,RT52 RR34 FG16 BQ16 Air3/6 STD,92.02,94.72,35.61,50.91,64318.63,18569.62,18481.61,18481.61,22459.22,3977.61,3977.61,3889.6
rt52_rr34_fg16_bq16_air3_6_ca,RT52 RR34 FG16 BQ16 Air3/6 CA,89.62,92.23,52.39,67.69,72250.44,18084.15,17975.7,17975.7,22038.78,4063.09,4063.09,3954.64
rt52_rr34_fg16_bq16_air5_8_std,RT52 RR34 FG16 BQ16 Air5/8 STD,92.02,94.72,35.61,50.91,64318.63,18569.62,18481.61,18481.61,22459.22,3977.61,3977.61,3889.6
rt52_rr34_fg16_bq16_air5_8_ca,RT52 RR34 FG16 BQ16 Air5/8 CA,89.62,92.23,52.39,67.69,72250.44,18084.15,17975.7,17975.7,22038.78,4063.09,4063.09,3954.64
rt52_rr34_fg16_bq16_air8_12_std,RT52 RR34 FG16 BQ16 Air8/12 STD,92.05,94.75,35.42,50.72,64062.03,18571.48,18483.8,18483.8,22375.5,3891.71,3891.71,3804.02
rt52_rr34_fg16_bq16_air8_12_ca,RT52 RR34 FG16 BQ16 Air8/12 CA,89.62,92.23,52.37,67.67,72100.97,18080.18,17970.96,17970.96,21967.11,3996.15,3996.15,3886.93
rt52_rr34_fg20_bq10_air1_3_std,RT52 RR34 FG20 BQ10 Air1/3 STD,89.85,98.67,8.95,45.61,62333.96,19377.15,19175.74,19175.74,23904.32,4728.58,4728.58,4527.17
rt52_rr34_fg20_bq10_air1_3_ca,RT52 RR34 FG20 BQ10 Air1/3 CA,89.87,95.44,30.73,57.78,68009.71,18729.78,18579.47,18579.47,22800.86,4221.39,4221.39,4071.08
rt52_rr34_fg20_bq10_air3_6_std,RT52 RR34 FG20 BQ10 Air3/6 STD,89.85,98.67,8.95,45.61,62333.96,19377.15,19175.74,19175.74,23904.32,4728.58,4728.58,4527.17
rt52_rr34_fg20_bq10_air3_6_ca,RT52 RR34 FG20 BQ10 Air3/6 CA,89.87,95.44,30.73,57.78,68009.71,18729.78,18579.47,18579.47,22800.86,4221.39,4221.39,4071.08
rt52_rr34_fg20_bq10_air5_8_std,RT52 RR34 FG20 BQ10 Air5/8 STD,89.87,98.69,8.82,45.47,62132.86,19376.78,19175.49,19175.49,23830.99,4655.5,4655.5,4454.21
rt52_rr34_fg20_bq10_air5_8_ca,RT52 RR34 FG20 BQ10 Air5/8 CA,89.9,95.5,30.33,57.37,67715.42,18737.01,18585.65,18585.65,22713.66,4128.01,4128.01,3976.65
rt52_rr34_fg20_bq10_air8_12_std,RT52 RR34 FG20 BQ10 Air8/12 STD,89.94,98.78,8.24,44.86,61728.39,19389.07,19186.2,19186.2,23746.04,4559.84,4559.84,4356.97
rt52_rr34_fg20_bq10_air8_12_ca,RT52 RR34 FG20 BQ10 Air8/12 CA,89.94,95.54,30.07,57.12,67380.26,18740.84,18590.46,18590.46,22637.85,4047.4,4047.4,3897.02
rt52_rr34_fg20_bq12_air1_3_std,RT52 RR34 FG20 BQ12 Air1/3 STD,90.15,99.78,1.48,39.84,60879.95,19598.94,19382.6,19382.6,24497.32,5114.72,5114.72,4898.39
rt52_rr34_fg20_bq12_air1_3_ca,RT52 RR34 FG20 BQ12 Air1/3 CA,90.06,92.63,49.67,64.99,70600.07,18166.43,18075.45,18075.45,22020.23,3944.78,3944.78,3853.81
rt52_rr34_fg20_bq12_air3_6_std,RT52 RR34 FG20 BQ12 Air3/6 STD,90.15,99.8,1.36,39.77,60648.58,19598.31,19382.11,19382.11,24408.68,5026.57,5026.57,4810.37
rt52_rr34_fg20_bq12_air3_6_ca,RT52 RR34 FG20 BQ12 Air3/6 CA,89.59,95.49,30.39,58.67,68295.98,18736.29,18583.13,18583.13,22784.94,4201.82,4201.82,4048.65
rt52_rr34_fg20_bq12_air5_8_std,RT52 RR34 FG20 BQ12 Air5/8 STD,90.15,99.8,1.36,39.77,60648.58,19598.31,19382.11,19382.11,24408.68,5026.57,5026.57,4810.37
rt52_rr34_fg20_bq12_air5_8_ca,RT52 RR34 FG20 BQ12 Air5/8 CA,89.59,95.49,30.39,58.67,68295.98,18736.29,18583.13,18583.13,22784.94,4201.82,4201.82,4048.65
rt52_rr34_fg20_bq12_air8_12_std,RT52 RR34 FG20 BQ12 Air8/12 STD,90.21,99.89,0.74,39.27,59923.26,19612.54,19394.87,19394.87,24181.23,4786.36,4786.36,4568.69
rt52_rr34_fg20_bq12_air8_12_ca,RT52 RR34 FG20 BQ12 Air8/12 CA,89.47,95.42,30.9,59.22,68124.87,18717.2,18565.29,18565.29,22699.07,4133.77,4133.77,3981.87
rt52_rr34_fg20_bq14_air1_3_std,RT52 RR34 FG20 BQ14 Air1/3 STD,90.66,100.0,0.0,36.91,60046.02,19841.09,19600.29,19600.29,24926.74,5326.44,5326.44,5085.65
rt52_rr34_fg20_bq14_air1_3_ca,RT52 RR34 FG20 BQ14 Air1/3 CA,90.03,92.65,49.55,64.86,70671.15,18170.74,18080.31,18080.31,22107.63,4027.32,4027.32,3936.89
rt52_rr34_fg20_bq14_air3_6_std,RT52 RR34 FG20 BQ14 Air3/6 STD,90.67,100.0,0.0,36.79,59585.33,19840.44,19600.32,19600.32,24746.83,5146.5,5146.5,4906.39
rt52_rr34_fg20_bq14_air3_6_ca,RT52 RR34 FG20 BQ14 Air3/6 CA,90.81,93.44,44.25,59.57,68656.18,18322.7,18227.48,18227.48,22226.87,3999.39,3999.39,3904.16
rt52_rr34_fg20_bq14_air5_8_std,RT52 RR34 FG20 BQ14 Air5/8 STD,90.67,100.0,0.0,36.79,59585.33,19840.44,19600.32,19600.32,24746.83,5146.5,5146.5,4906.39
rt52_rr34_fg20_bq14_air5_8_ca,RT52 RR34 FG20 BQ14 Air5/8 CA,90.81,93.44,44.25,59.57,68656.18,18322.7,18227.48,18227.48,22226.87,3999.39,3999.39,3904.16
rt52_rr34_fg20_bq14_air8_12_std,RT52 RR34 FG20 BQ14 Air8/12 STD,90.74,100.0,0.0,37.0,59404.12,19832.3,19589.71,19589.71,24699.57,5109.87,5109.87,4867.28
rt52_rr34_fg20_bq14_air8_12_ca,RT52 RR34 FG20 BQ14 Air8/12 CA,90.83,93.45,44.15,59.47,68393.2,18321.89,18227.07,18227.07,22124.77,3897.7,3897.7,3802.88
rt52_rr34_fg20_bq16_air1_3_std,RT52 RR34 FG20 BQ16 Air1/3 STD,92.62,95.31,31.61,46.91,62631.79,18689.71,18619.47,18619.47,22604.59,3985.11,3985.11,3914.87
rt52_rr34_fg20_bq16_air1_3_ca,RT52 RR34 FG20 BQ16 Air1/3 CA,90.21,92.82,48.39,63.69,70394.15,18206.65,18116.8,18116.8,22202.69,4085.9,4085.9,3996.04
rt52_rr34_fg20_bq16_air3_6_std,RT52 RR34 FG20 BQ16 Air3/6 STD,92.64,95.34,31.42,46.72,62352.8,18691.55,18621.66,18621.66,22510.91,3889.25,3889.25,3819.36
rt52_rr34_fg20_bq16_air3_6_ca,RT52 RR34 FG20 BQ16 Air3/6 CA,90.21,92.82,48.37,63.67,70194.28,18202.65,18112.06,18112.06,22108.29,3996.23,3996.23,3905.64
rt52_rr34_fg20_bq16_air5_8_std,RT52 RR34 FG20 BQ16 Air5/8 STD,92.64,95.34,31.42,46.72,62352.8,18691.55,18621.66,18621.66,22510.91,3889.25,3889.25,3819.36
rt52_rr34_fg20_bq16_air5_8_ca,RT52 RR34 FG20 BQ16 Air5/8 CA,90.21,92.82,48.37,63.67,70194.28,18202.65,18112.06,18112.06,22108.29,3996.23,3996.23,3905.64
rt52_rr34_fg20_bq16_air8_12_std,RT52 RR34 FG20 BQ16 Air8/12 STD,92.64,95.34,31.42,46.72,62161.05,18687.73,18615.86,18615.86,22416.24,3800.37,3800.37,3728.51
rt52_rr34_fg20_bq16_air8_12_ca,RT52 RR34 FG20 BQ16 Air8/12 CA,90.26,92.87,48.05,63.35,69858.97,18208.35,18118.21,18118.21,22017.25,3899.04,3899.04,3808.9
rt52_rr34_fg24_bq10_air1_3_std,RT52 RR34 FG24 BQ10 Air1/3 STD,90.45,99.27,4.95,41.61,60748.55,19494.3,19311.34,19311.34,24095.39,4784.05,4784.05,4601.09
rt52_rr34_fg24_bq10_air1_3_ca,RT52 RR34 FG24 BQ10 Air1/3 CA,89.86,95.31,31.58,58.15,67609.77,18694.9,18565.51,18565.51,22482.87,3917.35,3917.35,3787.97
rt52_rr34_fg24_bq10_air3_6_std,RT52 RR34 FG24 BQ10 Air3/6 STD,90.46,99.28,4.82,41.47,60475.45,19493.91,19311.1,19311.1,23990.05,4678.95,4678.95,4496.14
rt52_rr34_fg24_bq10_air3_6_ca,RT52 RR34 FG24 BQ10 Air3/6 CA,89.86,95.31,31.58,58.15,67609.77,18694.9,18565.51,18565.51,22482.87,3917.35,3917.35,3787.97
rt52_rr34_fg24_bq10_air5_8_std,RT52 RR34 FG24 BQ10 Air5/8 STD,90.54,99.37,4.24,40.86,60070.99,19506.16,19321.82,19321.82,23905.13,4583.31,4583.31,4398.96
rt52_rr34_fg24_bq10_air5_8_ca,RT52 RR34 FG24 BQ10 Air5/8 CA,89.86,95.31,31.58,58.15,67609.77,18694.9,18565.51,18565.51,22482.87,3917.35,3917.35,3787.97
rt52_rr34_fg24_bq10_air8_12_std,RT52 RR34 FG24 BQ10 Air8/12 STD,90.58,99.39,4.14,40.84,59769.8,19506.19,19322.2,19322.2,23793.89,4471.69,4471.69,4287.7
rt52_rr34_fg24_bq10_air8_12_ca,RT52 RR34 FG24 BQ10 Air8/12 CA,89.88,95.33,31.48,58.09,67419.22,18693.85,18564.46,18564.46,22413.34,3848.88,3848.88,3719.49
rt52_rr34_fg24_bq12_air1_3_std,RT52 RR34 FG24 BQ12 Air1/3 STD,90.75,100.0,0.0,35.77,58980.27,19714.63,19517.73,19517.73,24555.67,5037.94,5037.94,4841.04
rt52_rr34_fg24_bq12_air1_3_ca,RT52 RR34 FG24 BQ12 Air1/3 CA,89.83,95.75,28.67,57.02,67313.72,18787.43,18652.14,18652.14,22801.25,4149.11,4149.11,4013.82
rt52_rr34_fg24_bq12_air3_6_std,RT52 RR34 FG24 BQ12 Air3/6 STD,90.8,100.0,0.0,35.27,58561.43,19727.71,19529.5,19529.5,24467.47,4937.97,4937.97,4739.76
rt52_rr34_fg24_bq12_air3_6_ca,RT52 RR34 FG24 BQ12 Air3/6 CA,89.83,95.75,28.67,57.02,67313.72,18787.43,18652.14,18652.14,22801.25,4149.11,4149.11,4013.82
rt52_rr34_fg24_bq12_air5_8_std,RT52 RR34 FG24 BQ12 Air5/8 STD,90.8,100.0,0.0,35.27,58310.22,19727.71,19529.5,19529.5,24349.53,4820.04,4820.04,4621.83
rt52_rr34_fg24_bq12_air5_8_ca,RT52 RR34 FG24 BQ12 Air5/8 CA,89.83,95.75,28.67,57.02,67313.72,18787.43,18652.14,18652.14,22801.25,4149.11,4149.11,4013.82
rt52_rr34_fg24_bq12_air8_12_std,RT52 RR34 FG24 BQ12 Air8/12 STD,90.94,100.0,0.0,34.8,57981.98,19725.74,19527.75,19527.75,24223.7,4695.94,4695.94,4497.95
rt52_rr34_fg24_bq12_air8_12_ca,RT52 RR34 FG24 BQ12 Air8/12 CA,89.81,95.76,28.59,56.97,67130.45,18785.87,18650.46,18650.46,22732.06,4081.6,4081.6,3946.19
rt52_rr34_fg24_bq14_air1_3_std,RT52 RR34 FG24 BQ14 Air1/3 STD,91.26,100.0,0.0,32.79,57984.85,19945.1,19726.15,19726.15,24869.5,5143.35,5143.35,4924.4
rt52_rr34_fg24_bq14_air1_3_ca,RT52 RR34 FG24 BQ14 Air1/3 CA,91.15,93.78,41.95,57.27,67575.52,18391.15,18313.23,18313.23,22227.09,3913.86,3913.86,3835.94
rt52_rr34_fg24_bq14_air3_6_std,RT52 RR34 FG24 BQ14 Air3/6 STD,91.33,100.0,0.0,33.0,57800.87,19936.94,19715.35,19715.35,24822.47,5107.12,5107.12,4885.53
rt52_rr34_fg24_bq14_air3_6_ca,RT52 RR34 FG24 BQ14 Air3/6 CA,91.15,93.78,41.95,57.27,67575.52,18391.15,18313.23,18313.23,22227.09,3913.86,3913.86,3835.94
rt52_rr34_fg24_bq14_air5_8_std,RT52 RR34 FG24 BQ14 Air5/8 STD,91.33,100.0,0.0,33.0,57800.87,19936.94,19715.35,19715.35,24822.47,5107.12,5107.12,4885.53
rt52_rr34_fg24_bq14_air5_8_ca,RT52 RR34 FG24 BQ14 Air5/8 CA,91.15,93.78,41.95,57.27,67575.52,18391.15,18313.23,18313.23,22227.09,3913.86,3913.86,3835.94
rt52_rr34_fg24_bq14_air8_12_std,RT52 RR34 FG24 BQ14 Air8/12 STD,91.38,100.0,0.0,31.93,57039.38,19954.49,19732.11,19732.11,24556.77,4824.66,4824.66,4602.29
rt52_rr34_fg24_bq14_air8_12_ca,RT52 RR34 FG24 BQ14 Air8/12 CA,91.16,93.79,41.88,57.2,67399.45,18389.39,18311.26,18311.26,22156.17,3844.91,3844.91,3766.78
rt52_rr34_fg24_bq16_air1_3_std,RT52 RR34 FG24 BQ16 Air1/3 STD,93.24,95.93,27.42,42.72,60698.88,18812.71,18763.63,18763.63,22686.55,3922.92,3922.92,3873.84
rt52_rr34_fg24_bq16_air1_3_ca,RT52 RR34 FG24 BQ16 Air1/3 CA,91.42,94.05,40.11,55.43,67104.57,18448.21,18371.16,18371.16,22331.05,3959.89,3959.89,3882.84
rt52_rr34_fg24_bq16_air3_6_std,RT52 RR34 FG24 BQ16 Air3/6 STD,93.24,95.93,27.42,42.72,60698.88,18812.71,18763.63,18763.63,22686.55,3922.92,3922.92,3873.84
rt52_rr34_fg24_bq16_air3_6_ca,RT52 RR34 FG24 BQ16 Air3/6 CA,91.42,94.05,40.11,55.43,67104.57,18448.21,18371.16,18371.16,22331.05,3959.89,3959.89,3882.84
rt52_rr34_fg24_bq16_air5_8_std,RT52 RR34 FG24 BQ16 Air5/8 STD,93.24,95.93,27.42,42.72,60507.13,18808.86,18757.83,18757.83,22591.88,3834.05,3834.05,3783.02
rt52_rr34_fg24_bq16_air5_8_ca,RT52 RR34 FG24 BQ16 Air5/8 CA,91.42,94.05,40.11,55.43,67104.57,18448.21,18371.16,18371.16,22331.05,3959.89,3959.89,3882.84
rt52_rr34_fg24_bq16_air8_12_std,RT52 RR34 FG24 BQ16 Air8/12 STD,93.16,95.85,28.0,43.29,60063.93,18783.94,18736.54,18736.54,22363.55,3627.01,3627.01,3579.61
rt52_rr34_fg24_bq16_air8_12_ca,RT52 RR34 FG24 BQ16 Air8/12 CA,91.43,94.06,40.04,55.36,66928.25,18446.46,18369.21,18369.21,22260.15,3890.94,3890.94,3813.69
rt60_rr22_fg12_bq10_air1_3_std,RT60 RR22 FG12 BQ10 Air1/3 STD,92.94,100.0,0.0,38.51,58141.82,19621.58,19395.45,19395.45,23191.03,3795.58,3795.58,3569.45
rt60_rr22_fg12_bq10_air1_3_ca,RT60 RR22 FG12 BQ10 Air1/3 CA,91.65,98.78,8.19,46.65,62329.54,19374.92,19120.15,19120.15,23015.81,3895.66,3895.66,3640.9
rt60_rr22_fg12_bq10_air3_6_std,RT60 RR22 FG12 BQ10 Air3/6 STD,92.94,100.0,0.0,38.51,58141.82,19621.58,19395.45,19395.45,23191.03,3795.58,3795.58,3569.45
rt60_rr22_fg12_bq10_air3_6_ca,RT60 RR22 FG12 BQ10 Air3/6 CA,91.67,98.81,8.05,46.48,62080.43,19375.14,19120.53,19120.53,22930.23,3809.7,3809.7,3555.09
rt60_rr22_fg12_bq10_air5_8_std,RT60 RR22 FG12 BQ10 Air5/8 STD,92.96,100.0,0.0,38.44,57904.15,19621.17,19395.86,19395.86,23103.48,3707.61,3707.61,3482.31
rt60_rr22_fg12_bq10_air5_8_ca,RT60 RR22 FG12 BQ10 Air5/8 CA,91.67,98.81,8.05,46.48,62080.43,19375.14,19120.53,19120.53,22930.23,3809.7,3809.7,3555.09
rt60_rr22_fg12_bq10_air8_12_std,RT60 RR22 FG12 BQ10 Air8/12 STD,92.96,100.0,0.0,38.44,57409.26,19617.1,19390.83,19390.83,22866.03,3475.19,3475.19,3248.93
rt60_rr22_fg12_bq10_air8_12_ca,RT60 RR22 FG12 BQ10 Air8/12 CA,91.5,98.58,9.57,46.25,62011.08,19330.97,19080.34,19080.34,22852.82,3772.47,3772.47,3521.84
rt60_rr22_fg12_bq12_air1_3_std,RT60 RR22 FG12 BQ12 Air1/3 STD,92.94,100.0,0.0,38.51,58141.82,19621.58,19395.45,19395.45,23191.03,3795.58,3795.58,3569.45
rt60_rr22_fg12_bq12_air1_3_ca,RT60 RR22 FG12 BQ12 Air1/3 CA,91.65,98.78,8.19,46.65,62329.54,19374.92,19120.15,19120.15,23015.81,3895.66,3895.66,3640.9
rt60_rr22_fg12_bq12_air3_6_std,RT60 RR22 FG12 BQ12 Air3/6 STD,92.94,100.0,0.0,38.51,58141.82,19621.58,19395.45,19395.45,23191.03,3795.58,3795.58,3569.45
rt60_rr22_fg12_bq12_air3_6_ca,RT60 RR22 FG12 BQ12 Air3/6 CA,91.67,98.81,8.05,46.48,62080.43,19375.14,19120.53,19120.53,22930.23,3809.7,3809.7,3555.09
rt60_rr22_fg12_bq12_air5_8_std,RT60 RR22 FG12 BQ12 Air5/8 STD,92.96,100.0,0.0,38.44,57904.15,19621.17,19395.86,19395.86,23103.48,3707.61,3707.61,3482.31
rt60_rr22_fg12_bq12_air5_8_ca,RT60 RR22 FG12 BQ12 Air5/8 CA,91.67,98.81,8.05,46.48,62080.43,19375.14,19120.53,19120.53,22930.23,3809.7,3809.7,3555.09
rt60_rr22_fg12_bq12_air8_12_std,RT60 RR22 FG12 BQ12 Air8/12 STD,92.96,100.0,0.0,38.44,57409.26,19617.1,19390.83,19390.83,22866.03,3475.19,3475.19,3248.93
rt60_rr22_fg12_bq12_air8_12_ca,RT60 RR22 FG12 BQ12 Air8/12 CA,91.5,98.58,9.57,46.25,62011.08,19330.97,19080.34,19080.34,22852.82,3772.47,3772.47,3521.84
rt60_rr22_fg12_bq14_air1_3_std,RT60 RR22 FG12 BQ14 Air1/3 STD,92.94,100.0,0.0,38.51,58141.82,19621.58,19395.45,19395.45,23191.03,3795.58,3795.58,3569.45
rt60_rr22_fg12_bq14_air1_3_ca,RT60 RR22 FG12 BQ14 Air1/3 CA,91.65,98.78,8.19,46.65,62329.54,19374.92,19120.15,19120.15,23015.81,3895.66,3895.66,3640.9
rt60_rr22_fg12_bq14_air3_6_std,RT60 RR22 FG12 BQ14 Air3/6 STD,92.94,100.0,0.0,38.51,58141.82,19621.58,19395.45,19395.45,23191.03,3795.58,3795.58,3569.45
rt60_rr22_fg12_bq14_air3_6_ca,RT60 RR22 FG12 BQ14 Air3/6 CA,91.67,98.81,8.05,46.48,62080.43,19375.14,19120.53,19120.53,22930.23,3809.7,3809.7,3555.09
rt60_rr22_fg12_bq14_air5_8_std,RT60 RR22 FG12 BQ14 Air5/8 STD,92.96,100.0,0.0,38.44,57904.15,19621.17,19395.86,19395.86,23103.48,3707.61,3707.61,3482.31
rt60_rr22_fg12_bq14_air5_8_ca,RT60 RR22 FG12 BQ14 Air5/8 CA,91.67,98.81,8.05,46.48,62080.43,19375.14,19120.53,19120.53,22930.23,3809.7,3809.7,3555.09
rt60_rr22_fg12_bq14_air8_12_std,RT60 RR22 FG12 BQ14 Air8/12 STD,92.96,100.0,0.0,38.44,57409.26,19617.1,19390.83,19390.83,22866.03,3475.19,3475.19,3248.93
rt60_rr22_fg12_bq14_air8_12_ca,RT60 RR22 FG12 BQ14 Air8/12 CA,91.5,98.58,9.57,46.25,62011.08,19330.97,19080.34,19080.34,22852.82,3772.47,3772.47,3521.84
rt60_rr22_fg12_bq16_air1_3_std,RT60 RR22 FG12 BQ16 Air1/3 STD,92.94,100.0,0.0,38.51,58141.82,19621.58,19395.45,19395.45,23191.03,3795.58,3795.58,3569.45
rt60_rr22_fg12_bq16_air1_3_ca,RT60 RR22 FG12 BQ16 Air1/3 CA,91.65,98.78,8.19,46.65,62329.54,19374.92,19120.15,19120.15,23015.81,3895.66,3895.66,3640.9
rt60_rr22_fg12_bq16_air3_6_std,RT60 RR22 FG12 BQ16 Air3/6 STD,92.94,100.0,0.0,38.51,58141.82,19621.58,19395.45,19395.45,23191.03,3795.58,3795.58,3569.45
rt60_rr22_fg12_bq16_air3_6_ca,RT60 RR22 FG12 BQ16 Air3/6 CA,91.67,98.81,8.05,46.48,62080.43,19375.14,19120.53,19120.53,22930.23,3809.7,3809.7,3555.09
rt60_rr22_fg12_bq16_air5_8_std,RT60 RR22 FG12 BQ16 Air5/8 STD,92.96,100.0,0.0,38.44,57904.15,19621.17,19395.86,19395.86,23103.48,3707.61,3707.61,3482.31
rt60_rr22_fg12_bq16_air5_8_ca,RT60 RR22 FG12 BQ16 Air5/8 CA,91.67,98.81,8.05,46.48,62080.43,19375.14,19120.53,19120.53,22930.23,3809.7,3809.7,3555.09
rt60_rr22_fg12_bq16_air8_12_std,RT60 RR22 FG12 BQ16 Air8/12 STD,92.96,100.0,0.0,38.44,57409.26,19617.1,19390.83,19390.83,22866.03,3475.19,3475.19,3248.93
rt60_rr22_fg12_bq16_air8_12_ca,RT60 RR22 FG12 BQ16 Air8/12 CA,91.5,98.58,9.57,46.25,62011.08,19330.97,19080.34,19080.34,22852.82,3772.47,3772.47,3521.84
rt60_rr22_fg16_bq10_air1_3_std,RT60 RR22 FG16 BQ10 Air1/3 STD,93.24,100.0,0.0,36.51,57311.87,19673.91,19457.4,19457.4,23266.6,3809.19,3809.19,3592.68
rt60_rr22_fg16_bq10_air1_3_ca,RT60 RR22 FG16 BQ10 Air1/3 CA,91.25,98.49,10.18,47.13,62732.98,19325.82,19078.3,19078.3,23069.64,3991.34,3991.34,3743.82
rt60_rr22_fg16_bq10_air3_6_std,RT60 RR22 FG16 BQ10 Air3/6 STD,93.25,100.0,0.0,36.44,57053.41,19673.48,19457.82,19457.82,23169.8,3711.98,3711.98,3496.33
rt60_rr22_fg16_bq10_air3_6_ca,RT60 RR22 FG16 BQ10 Air3/6 CA,91.26,98.51,10.07,46.97,62456.84,19325.05,19079.09,19079.09,22971.53,3892.44,3892.44,3646.48
rt60_rr22_fg16_bq10_air5_8_std,RT60 RR22 FG16 BQ10 Air5/8 STD,93.25,100.0,0.0,36.44,56818.98,19673.48,19457.82,19457.82,23059.75,3601.93,3601.93,3386.27
rt60_rr22_fg16_bq10_air5_8_ca,RT60 RR22 FG16 BQ10 Air5/8 CA,91.26,98.51,10.07,46.97,62456.84,19325.05,19079.09,19079.09,22971.53,3892.44,3892.44,3646.48
rt60_rr22_fg16_bq10_air8_12_std,RT60 RR22 FG16 BQ10 Air8/12 STD,93.27,100.0,0.0,36.3,56130.51,19703.68,19483.44,19483.44,22876.08,3392.64,3392.64,3172.4
rt60_rr22_fg16_bq10_air8_12_ca,RT60 RR22 FG16 BQ10 Air8/12 CA,91.13,98.28,11.61,46.8,62450.4,19277.26,19034.16,19034.16,22884.27,3850.12,3850.12,3607.02
rt60_rr22_fg16_bq12_air1_3_std,RT60 RR22 FG16 BQ12 Air1/3 STD,93.24,100.0,0.0,36.51,57311.87,19673.91,19457.4,19457.4,23266.6,3809.19,3809.19,3592.68
rt60_rr22_fg16_bq12_air1_3_ca,RT60 RR22 FG16 BQ12 Air1/3 CA,91.25,98.49,10.18,47.13,62732.98,19325.82,19078.3,19078.3,23069.64,3991.34,3991.34,3743.82
rt60_rr22_fg16_bq12_air3_6_std,RT60 RR22 FG16 BQ12 Air3/6 STD,93.25,100.0,0.0,36.44,57053.41,19673.48,19457.82,19457.82,23169.8,3711.98,3711.98,3496.33
rt60_rr22_fg16_bq12_air3_6_ca,RT60 RR22 FG16 BQ12 Air3/6 CA,91.26,98.51,10.07,46.97,62456.84,19325.05,19079.09,19079.09,22971.53,3892.44,3892.44,3646.48
rt60_rr22_fg16_bq12_air5_8_std,RT60 RR22 FG16 BQ12 Air5/8 STD,93.25,100.0,0.0,36.44,56818.98,19673.48,19457.82,19457.82,23059.75,3601.93,3601.93,3386.27
rt60_rr22_fg16_bq12_air5_8_ca,RT60 RR22 FG16 BQ12 Air5/8 CA,91.26,98.51,10.07,46.97,62456.84,19325.05,19079.09,19079.09,22971.53,3892.44,3892.44,3646.48
rt60_rr22_fg16_bq12_air8_12_std,RT60 RR22 FG16 BQ12 Air8/12 STD,93.27,100.0,0.0,36.3,56130.51,19703.68,19483.44,19483.44,22876.08,3392.64,3392.64,3172.4
rt60_rr22_fg16_bq12_air8_12_ca,RT60 RR22 FG16 BQ12 Air8/12 CA,91.13,98.28,11.61,46.8,62450.4,19277.26,19034.16,19034.16,22884.27,3850.12,3850.12,3607.02
rt60_rr22_fg16_bq14_air1_3_std,RT60 RR22 FG16 BQ14 Air1/3 STD,93.24,100.0,0.0,36.51,57311.87,19673.91,19457.4,19457.4,23266.6,3809.19,3809.19,3592.68
rt60_rr22_fg16_bq14_air1_3_ca,RT60 RR22 FG16 BQ14 Air1/3 CA,91.25,98.49,10.18,47.13,62732.98,19325.82,19078.3,19078.3,23069.64,3991.34,3991.34,3743.82
rt60_rr22_fg16_bq14_air3_6_std,RT60 RR22 FG16 BQ14 Air3/6 STD,93.25,100.0,0.0,36.44,57053.41,19673.48,19457.82,19457.82,23169.8,3711.98,3711.98,3496.33
rt60_rr22_fg16_bq14_air3_6_ca,RT60 RR22 FG16 BQ14 Air3/6 CA,91.26,98.51,10.07,46.97,62456.84,19325.05,19079.09,19079.09,22971.53,3892.44,3892.44,3646.48
rt60_rr22_fg16_bq14_air5_8_std,RT60 RR22 FG16 BQ14 Air5/8 STD,93.25,100.0,0.0,36.44,56818.98,19673.48,19457.82,19457.82,23059.75,3601.93,3601.93,3386.27
rt60_rr22_fg16_bq14_air5_8_ca,RT60 RR22 FG16 BQ14 Air5/8 CA,91.26,98.51,10.07,46.97,62456.84,19325.05,19079.09,19079.09,22971.53,3892.44,3892.44,3646.48
rt60_rr22_fg16_bq14_air8_12_std,RT60 RR22 FG16 BQ14 Air8/12 STD,93.27,100.0,0.0,36.3,56130.51,19703.68,19483.44,19483.44,22876.08,3392.64,3392.64,3172.4
rt60_rr22_fg16_bq14_air8_12_ca,RT60 RR22 FG16 BQ14 Air8/12 CA,91.13,98.28,11.61,46.8,62450.4,19277.26,19034.16,19034.16,22884.27,3850.12,3850.12,3607.02
rt60_rr22_fg16_bq16_air1_3_std,RT60 RR22 FG16 BQ16 Air1/3 STD,93.24,100.0,0.0,36.51,57311.87,19673.91,19457.4,19457.4,23266.6,3809.19,3809.19,3592.68
rt60_rr22_fg16_bq16_air1_3_ca,RT60 RR22 FG16 BQ16 Air1/3 CA,91.25,98.49,10.18,47.13,62732.98,19325.82,19078.3,19078.3,23069.64,3991.34,3991.34,3743.82
