scope,record_index,system,component,material_family,path_status,logical_path,mappable_path,present_roles,mappable_roles,missing_roles,unpositioned_roles,gap_action_classes,gap_count,primary_t4,primary_t3,primary_t2,primary_t1,all_t4_count,all_t3_count,all_t2_count,all_t1_count,all_switchability_note
all,109,Stowage assemblé avec porte,kydex,polymer_plastic,complete_direct,"T4=Shandong Loyal Chemical Co., Ltd. | ChemChina | Orbia / Mexichem | Bayer | BASF > T3=Toray Industries | EXSTO / Baule-Exsto Polymere > T2=SEKISUI KYDEX | Ensinger | DuPont de Nemours | Plastiforme | Plastiservice Charleroi | Plastiform > T1=ESPACE | Celso SAS | MGA Villeneuve St Lot | ETS Gattefin | JAMCO Aircraft Interiors - Niigata | JAMCO Aircraft Interiors - Miyazaki | JAMCO Philippines Inc. > OEM=Safran Seats / Safran internal group","T4=Shandong Loyal Chemical Co., Ltd. | ChemChina | Orbia / Mexichem | Bayer | BASF > T3=Toray Industries | EXSTO / Baule-Exsto Polymere > T2=SEKISUI KYDEX | Ensinger | DuPont de Nemours | Plastiforme | Plastiservice Charleroi | Plastiform > T1=ESPACE | Celso SAS | MGA Villeneuve St Lot | ETS Gattefin | JAMCO Aircraft Interiors - Niigata | JAMCO Aircraft Interiors - Miyazaki | JAMCO Philippines Inc. > OEM=Safran Seats / Safran internal group",T4;T3;T2;T1;OEM,T4;T3;T2;T1;OEM,,,,0,"Shandong Loyal Chemical Co., Ltd. [baseline_primary]",Toray Industries [baseline_primary],Ensinger [baseline_primary],ESPACE [baseline_primary],5,2,6,7,T4 alternates=4; T3 alternates=1; T2 alternates=5; T1 alternates=6; validate qualification/capacity/share before stress-test activation
all,110,Ens. Coque,NIDA - GLO (moulage par injection plastique),polymer_plastic,complete_direct,T4=Mitsubishi Chemical | BASF > T3=Toray Industries | EXSTO / Baule-Exsto Polymere > T2=Krohne | DuPont de Nemours | Ensinger | Plastiform | Plastitek > T1=JAMCO Aircraft Interiors - Niigata > OEM=Safran Seats / Safran internal group,T4=Mitsubishi Chemical | BASF > T3=Toray Industries | EXSTO / Baule-Exsto Polymere > T2=Krohne | DuPont de Nemours | Ensinger | Plastiform | Plastitek > T1=JAMCO Aircraft Interiors - Niigata > OEM=Safran Seats / Safran internal group,T4;T3;T2;T1;OEM,T4;T3;T2;T1;OEM,,,,0,Mitsubishi Chemical [baseline_primary],Toray Industries [baseline_primary],Ensinger [baseline_primary],JAMCO Aircraft Interiors - Niigata [baseline_primary_assumed_program_supplier],2,2,5,1,T4 alternates=1; T3 alternates=1; T2 alternates=4; validate qualification/capacity/share before stress-test activation
all,111,Ceinture de sécurité,nylon,textile_leather,complete_direct,T4=Mitsubishi Chemical | Total | BASF | Arkema S.A > T3=Toray Industries > T2=Krohne | DuPont de Nemours | Ensinger | Vaisala | SCHROTH Safety Products | Plastiservice Charleroi > T1=Siemens | AmSafe | J&C Aero | Anjou Aeronautique | MGA Villeneuve St Lot | Ancra International | TA Aerospace | ETS Gattefin | ACH | SUMPAR | Groupe Segnere / SEGNERE Ade | JAMCO Aircraft Interiors - Niigata | JAMCO Aircraft Interiors - Miyazaki | JAMCO Philippines Inc. > OEM=Safran Seats / Safran internal group,T4=Mitsubishi Chemical | Total | BASF | Arkema S.A > T3=Toray Industries > T2=Krohne | DuPont de Nemours | Ensinger | Vaisala | SCHROTH Safety Products | Plastiservice Charleroi > T1=Siemens | AmSafe | J&C Aero | Anjou Aeronautique | MGA Villeneuve St Lot | Ancra International | TA Aerospace | ETS Gattefin | ACH | SUMPAR | Groupe Segnere / SEGNERE Ade | JAMCO Aircraft Interiors - Niigata | JAMCO Aircraft Interiors - Miyazaki | JAMCO Philippines Inc. > OEM=Safran Seats / Safran internal group,T4;T3;T2;T1;OEM,T4;T3;T2;T1;OEM,,,,0,Mitsubishi Chemical [baseline_primary],Toray Industries [baseline_primary],Ensinger [baseline_primary],AmSafe [baseline_primary],4,1,6,14,T4 alternates=3; T2 alternates=5; T1 alternates=13; validate qualification/capacity/share before stress-test activation
all,112,Support clamps,nylon,textile_leather,complete_direct,T4=Mitsubishi Chemical | Total | BASF | Arkema S.A > T3=Toray Industries > T2=Krohne | DuPont de Nemours | Ensinger | Vaisala | SCHROTH Safety Products | Plastiservice Charleroi > T1=Siemens | AmSafe | J&C Aero | Anjou Aeronautique | MGA Villeneuve St Lot | Ancra International | TA Aerospace | ETS Gattefin | ACH | SUMPAR | Groupe Segnere / SEGNERE Ade | JAMCO Aircraft Interiors - Niigata | JAMCO Aircraft Interiors - Miyazaki | JAMCO Philippines Inc. > OEM=Safran Seats / Safran internal group,T4=Mitsubishi Chemical | Total | BASF | Arkema S.A > T3=Toray Industries > T2=Krohne | DuPont de Nemours | Ensinger | Vaisala | SCHROTH Safety Products | Plastiservice Charleroi > T1=Siemens | AmSafe | J&C Aero | Anjou Aeronautique | MGA Villeneuve St Lot | Ancra International | TA Aerospace | ETS Gattefin | ACH | SUMPAR | Groupe Segnere / SEGNERE Ade | JAMCO Aircraft Interiors - Niigata | JAMCO Aircraft Interiors - Miyazaki | JAMCO Philippines Inc. > OEM=Safran Seats / Safran internal group,T4;T3;T2;T1;OEM,T4;T3;T2;T1;OEM,,,,0,Mitsubishi Chemical [baseline_primary],Toray Industries [baseline_primary],Ensinger [baseline_primary],AmSafe [baseline_primary],4,1,6,14,T4 alternates=3; T2 alternates=5; T1 alternates=13; validate qualification/capacity/share before stress-test activation
all,113,Ens. Stowage latéral,nylon,textile_leather,complete_direct,T4=Mitsubishi Chemical | Total | BASF | Arkema S.A > T3=Toray Industries > T2=Krohne | DuPont de Nemours | Ensinger | Vaisala | SCHROTH Safety Products | Plastiservice Charleroi > T1=Siemens | AmSafe | J&C Aero | Anjou Aeronautique | MGA Villeneuve St Lot | Ancra International | TA Aerospace | ETS Gattefin | ACH | SUMPAR | Groupe Segnere / SEGNERE Ade | JAMCO Aircraft Interiors - Niigata | JAMCO Aircraft Interiors - Miyazaki | JAMCO Philippines Inc. > OEM=Safran Seats / Safran internal group,T4=Mitsubishi Chemical | Total | BASF | Arkema S.A > T3=Toray Industries > T2=Krohne | DuPont de Nemours | Ensinger | Vaisala | SCHROTH Safety Products | Plastiservice Charleroi > T1=Siemens | AmSafe | J&C Aero | Anjou Aeronautique | MGA Villeneuve St Lot | Ancra International | TA Aerospace | ETS Gattefin | ACH | SUMPAR | Groupe Segnere / SEGNERE Ade | JAMCO Aircraft Interiors - Niigata | JAMCO Aircraft Interiors - Miyazaki | JAMCO Philippines Inc. > OEM=Safran Seats / Safran internal group,T4;T3;T2;T1;OEM,T4;T3;T2;T1;OEM,,,,0,Mitsubishi Chemical [baseline_primary],Toray Industries [baseline_primary],Ensinger [baseline_primary],AmSafe [baseline_primary],4,1,6,14,T4 alternates=3; T2 alternates=5; T1 alternates=13; validate qualification/capacity/share before stress-test activation
all,114,Ens. Palette optimisée,nylon,textile_leather,complete_direct,T4=Mitsubishi Chemical | Total | BASF | Arkema S.A > T3=Toray Industries > T2=Krohne | DuPont de Nemours | Ensinger | Vaisala | SCHROTH Safety Products | Plastiservice Charleroi > T1=Siemens | AmSafe | J&C Aero | Anjou Aeronautique | MGA Villeneuve St Lot | Ancra International | TA Aerospace | ETS Gattefin | ACH | SUMPAR | Groupe Segnere / SEGNERE Ade | JAMCO Aircraft Interiors - Niigata | JAMCO Aircraft Interiors - Miyazaki | JAMCO Philippines Inc. > OEM=Safran Seats / Safran internal group,T4=Mitsubishi Chemical | Total | BASF | Arkema S.A > T3=Toray Industries > T2=Krohne | DuPont de Nemours | Ensinger | Vaisala | SCHROTH Safety Products | Plastiservice Charleroi > T1=Siemens | AmSafe | J&C Aero | Anjou Aeronautique | MGA Villeneuve St Lot | Ancra International | TA Aerospace | ETS Gattefin | ACH | SUMPAR | Groupe Segnere / SEGNERE Ade | JAMCO Aircraft Interiors - Niigata | JAMCO Aircraft Interiors - Miyazaki | JAMCO Philippines Inc. > OEM=Safran Seats / Safran internal group,T4;T3;T2;T1;OEM,T4;T3;T2;T1;OEM,,,,0,Mitsubishi Chemical [baseline_primary],Toray Industries [baseline_primary],Ensinger [baseline_primary],AmSafe [baseline_primary],4,1,6,14,T4 alternates=3; T2 alternates=5; T1 alternates=13; validate qualification/capacity/share before stress-test activation
all,115,Ensemble porte,nylon,textile_leather,complete_direct,T4=Mitsubishi Chemical | Total | BASF | Arkema S.A > T3=Toray Industries > T2=Krohne | DuPont de Nemours | Ensinger | Vaisala | SCHROTH Safety Products | Plastiservice Charleroi > T1=Siemens | AmSafe | J&C Aero | Anjou Aeronautique | MGA Villeneuve St Lot | Ancra International | TA Aerospace | ETS Gattefin | ACH | SUMPAR | Groupe Segnere / SEGNERE Ade | JAMCO Aircraft Interiors - Niigata | JAMCO Aircraft Interiors - Miyazaki | JAMCO Philippines Inc. > OEM=Safran Seats / Safran internal group,T4=Mitsubishi Chemical | Total | BASF | Arkema S.A > T3=Toray Industries > T2=Krohne | DuPont de Nemours | Ensinger | Vaisala | SCHROTH Safety Products | Plastiservice Charleroi > T1=Siemens | AmSafe | J&C Aero | Anjou Aeronautique | MGA Villeneuve St Lot | Ancra International | TA Aerospace | ETS Gattefin | ACH | SUMPAR | Groupe Segnere / SEGNERE Ade | JAMCO Aircraft Interiors - Niigata | JAMCO Aircraft Interiors - Miyazaki | JAMCO Philippines Inc. > OEM=Safran Seats / Safran internal group,T4;T3;T2;T1;OEM,T4;T3;T2;T1;OEM,,,,0,Mitsubishi Chemical [baseline_primary],Toray Industries [baseline_primary],Ensinger [baseline_primary],AmSafe [baseline_primary],4,1,6,14,T4 alternates=3; T2 alternates=5; T1 alternates=13; validate qualification/capacity/share before stress-test activation
all,116,Ens. Structure fixe,35NC6 (nickel-chrome),steel,complete_direct,T4=Saarstahl > T3=Aubert & Duval > T2=MGA Villeneuve St Lot - internal machining/forming process > T1=MGA Villeneuve St Lot | ETS Gattefin | Groupe LAUAK > OEM=Safran Seats / Safran internal group,T4=Saarstahl > T3=Aubert & Duval > T2=MGA Villeneuve St Lot - internal machining/forming process > T1=MGA Villeneuve St Lot | ETS Gattefin | Groupe LAUAK > OEM=Safran Seats / Safran internal group,T4;T3;T2;T1;OEM,T4;T3;T2;T1;OEM,,,,0,Saarstahl [baseline_primary_assumed_material_certificate],Aubert & Duval [baseline_primary_assumed_material_processor],MGA Villeneuve St Lot - internal machining/forming process [baseline_primary_assumed_internalized_process],MGA Villeneuve St Lot [baseline_primary],1,1,1,3,T1 alternates=2; validate qualification/capacity/share before stress-test activation
all,117,Ens. Tablette cocktail,nylon,textile_leather,complete_direct,T4=Mitsubishi Chemical | Total | BASF | Arkema S.A > T3=Toray Industries > T2=Krohne | DuPont de Nemours | Ensinger | Vaisala | SCHROTH Safety Products | Plastiservice Charleroi > T1=Siemens | AmSafe | J&C Aero | Anjou Aeronautique | MGA Villeneuve St Lot | Ancra International | TA Aerospace | ETS Gattefin | ACH | SUMPAR | Groupe Segnere / SEGNERE Ade | JAMCO Aircraft Interiors - Niigata | JAMCO Aircraft Interiors - Miyazaki | JAMCO Philippines Inc. > OEM=Safran Seats / Safran internal group,T4=Mitsubishi Chemical | Total | BASF | Arkema S.A > T3=Toray Industries > T2=Krohne | DuPont de Nemours | Ensinger | Vaisala | SCHROTH Safety Products | Plastiservice Charleroi > T1=Siemens | AmSafe | J&C Aero | Anjou Aeronautique | MGA Villeneuve St Lot | Ancra International | TA Aerospace | ETS Gattefin | ACH | SUMPAR | Groupe Segnere / SEGNERE Ade | JAMCO Aircraft Interiors - Niigata | JAMCO Aircraft Interiors - Miyazaki | JAMCO Philippines Inc. > OEM=Safran Seats / Safran internal group,T4;T3;T2;T1;OEM,T4;T3;T2;T1;OEM,,,,0,Mitsubishi Chemical [baseline_primary],Toray Industries [baseline_primary],Ensinger [baseline_primary],AmSafe [baseline_primary],4,1,6,14,T4 alternates=3; T2 alternates=5; T1 alternates=13; validate qualification/capacity/share before stress-test activation
all,118,Ens. Tablette repas,nylon,textile_leather,complete_direct,T4=Mitsubishi Chemical | Total | BASF | Arkema S.A > T3=Toray Industries > T2=Krohne | DuPont de Nemours | Ensinger | Vaisala | SCHROTH Safety Products | Plastiservice Charleroi > T1=Siemens | AmSafe | J&C Aero | Anjou Aeronautique | MGA Villeneuve St Lot | Ancra International | TA Aerospace | ETS Gattefin | ACH | SUMPAR | Groupe Segnere / SEGNERE Ade | JAMCO Aircraft Interiors - Niigata | JAMCO Aircraft Interiors - Miyazaki | JAMCO Philippines Inc. > OEM=Safran Seats / Safran internal group,T4=Mitsubishi Chemical | Total | BASF | Arkema S.A > T3=Toray Industries > T2=Krohne | DuPont de Nemours | Ensinger | Vaisala | SCHROTH Safety Products | Plastiservice Charleroi > T1=Siemens | AmSafe | J&C Aero | Anjou Aeronautique | MGA Villeneuve St Lot | Ancra International | TA Aerospace | ETS Gattefin | ACH | SUMPAR | Groupe Segnere / SEGNERE Ade | JAMCO Aircraft Interiors - Niigata | JAMCO Aircraft Interiors - Miyazaki | JAMCO Philippines Inc. > OEM=Safran Seats / Safran internal group,T4;T3;T2;T1;OEM,T4;T3;T2;T1;OEM,,,,0,Mitsubishi Chemical [baseline_primary],Toray Industries [baseline_primary],Ensinger [baseline_primary],AmSafe [baseline_primary],4,1,6,14,T4 alternates=3; T2 alternates=5; T1 alternates=13; validate qualification/capacity/share before stress-test activation
all,119,Ens. Têtière,nylon,textile_leather,complete_direct,T4=Mitsubishi Chemical | Total | BASF | Arkema S.A > T3=Toray Industries > T2=Krohne | DuPont de Nemours | Ensinger | Vaisala | SCHROTH Safety Products | Plastiservice Charleroi > T1=Siemens | AmSafe | J&C Aero | Anjou Aeronautique | MGA Villeneuve St Lot | Ancra International | TA Aerospace | ETS Gattefin | ACH | SUMPAR | Groupe Segnere / SEGNERE Ade | JAMCO Aircraft Interiors - Niigata | JAMCO Aircraft Interiors - Miyazaki | JAMCO Philippines Inc. > OEM=Safran Seats / Safran internal group,T4=Mitsubishi Chemical | Total | BASF | Arkema S.A > T3=Toray Industries > T2=Krohne | DuPont de Nemours | Ensinger | Vaisala | SCHROTH Safety Products | Plastiservice Charleroi > T1=Siemens | AmSafe | J&C Aero | Anjou Aeronautique | MGA Villeneuve St Lot | Ancra International | TA Aerospace | ETS Gattefin | ACH | SUMPAR | Groupe Segnere / SEGNERE Ade | JAMCO Aircraft Interiors - Niigata | JAMCO Aircraft Interiors - Miyazaki | JAMCO Philippines Inc. > OEM=Safran Seats / Safran internal group,T4;T3;T2;T1;OEM,T4;T3;T2;T1;OEM,,,,0,Mitsubishi Chemical [baseline_primary],Toray Industries [baseline_primary],Ensinger [baseline_primary],AmSafe [baseline_primary],4,1,6,14,T4 alternates=3; T2 alternates=5; T1 alternates=13; validate qualification/capacity/share before stress-test activation
all,120,Stowage assemblé avec porte,nylon,textile_leather,complete_direct,T4=Mitsubishi Chemical | Total | BASF | Arkema S.A > T3=Toray Industries > T2=Krohne | DuPont de Nemours | Ensinger | Vaisala | SCHROTH Safety Products | Plastiservice Charleroi > T1=Siemens | AmSafe | J&C Aero | Anjou Aeronautique | MGA Villeneuve St Lot | Ancra International | TA Aerospace | ETS Gattefin | ACH | SUMPAR | Groupe Segnere / SEGNERE Ade | JAMCO Aircraft Interiors - Niigata | JAMCO Aircraft Interiors - Miyazaki | JAMCO Philippines Inc. > OEM=Safran Seats / Safran internal group,T4=Mitsubishi Chemical | Total | BASF | Arkema S.A > T3=Toray Industries > T2=Krohne | DuPont de Nemours | Ensinger | Vaisala | SCHROTH Safety Products | Plastiservice Charleroi > T1=Siemens | AmSafe | J&C Aero | Anjou Aeronautique | MGA Villeneuve St Lot | Ancra International | TA Aerospace | ETS Gattefin | ACH | SUMPAR | Groupe Segnere / SEGNERE Ade | JAMCO Aircraft Interiors - Niigata | JAMCO Aircraft Interiors - Miyazaki | JAMCO Philippines Inc. > OEM=Safran Seats / Safran internal group,T4;T3;T2;T1;OEM,T4;T3;T2;T1;OEM,,,,0,Mitsubishi Chemical [baseline_primary],Toray Industries [baseline_primary],Ensinger [baseline_primary],AmSafe [baseline_primary],4,1,6,14,T4 alternates=3; T2 alternates=5; T1 alternates=13; validate qualification/capacity/share before stress-test activation
all,121,Ecran - 00-5136-51 Rev F Seat Power Box 4 (SPB4),"Display, liquid crystal, 17 pouces",electronics_cots,complete_direct,T4=Mitsubishi Chemical | Total | Zijin Mining Group | BASF > T3=Aurubis | Ampco Metal France | thyssenkrupp Materials France | EXSTO / Baule-Exsto Polymere > T2=Krohne | DuPont de Nemours | Auberon Technologies | Innoptec | Plastiservice Charleroi > T1=Thales > OEM=Safran Seats / Safran internal group,T4=Mitsubishi Chemical | Total | Zijin Mining Group | BASF > T3=Aurubis | Ampco Metal France | thyssenkrupp Materials France | EXSTO / Baule-Exsto Polymere > T2=Krohne | DuPont de Nemours | Auberon Technologies | Innoptec | Plastiservice Charleroi > T1=Thales > OEM=Safran Seats / Safran internal group,T4;T3;T2;T1;OEM,T4;T3;T2;T1;OEM,,,,0,Mitsubishi Chemical [baseline_primary],Aurubis [baseline_primary],Krohne [baseline_primary],Thales [baseline_primary_assumed_program_supplier],4,4,5,1,T4 alternates=3; T3 alternates=3; T2 alternates=4; validate qualification/capacity/share before stress-test activation
all,122,Ens. Structure fixe,acier,steel,complete_direct,T4=Saarstahl | ArcelorMittal | China Baowu / Baosteel | Tata Steel | Nucor Corp > T3=Krupp | thyssenkrupp Materials France | Aubert & Duval | Altec Etirage > T2=SCHROTH Safety Products > T1=ESPACE | Groupe LAUAK | ETS Gattefin | AmSafe | J&C Aero | Anjou Aeronautique | MGA Villeneuve St Lot | Ancra International | TA Aerospace | SUMPAR | Groupe Segnere / SEGNERE Ade | Senior Aerospace Thailand | JAMCO Aircraft Interiors - Niigata | JAMCO Aircraft Interiors - Miyazaki | JAMCO Philippines Inc. | L&P Aerospace | JV Group > OEM=Safran Seats / Safran internal group,T4=Saarstahl | ArcelorMittal | China Baowu / Baosteel | Tata Steel | Nucor Corp > T3=Krupp | thyssenkrupp Materials France | Aubert & Duval | Altec Etirage > T2=SCHROTH Safety Products > T1=ESPACE | Groupe LAUAK | ETS Gattefin | AmSafe | J&C Aero | Anjou Aeronautique | MGA Villeneuve St Lot | Ancra International | TA Aerospace | SUMPAR | Groupe Segnere / SEGNERE Ade | Senior Aerospace Thailand | JAMCO Aircraft Interiors - Niigata | JAMCO Aircraft Interiors - Miyazaki | JAMCO Philippines Inc. | L&P Aerospace | JV Group > OEM=Safran Seats / Safran internal group,T4;T3;T2;T1;OEM,T4;T3;T2;T1;OEM,,,,0,Saarstahl [baseline_primary],Aubert & Duval [baseline_primary],SCHROTH Safety Products [baseline_primary],ESPACE [baseline_primary],5,4,1,17,T4 alternates=4; T3 alternates=3; T1 alternates=16; validate qualification/capacity/share before stress-test activation
all,123,Ens. Structure fixe,Alu,aluminium,complete_direct,T4=Aluminium Corporation of China / Chalco | Hindalco Industries | Rio Tinto Alma Works | Rio Tinto Fer et Titane > T3=Euralliage Ile de France | Aluminium France | thyssenkrupp Materials France > T2=SUMPAR - internal machining/forming process > T1=SUMPAR | Groupe Segnere / SEGNERE Ade | Figeac Aero | MGA Villeneuve St Lot | ETS Gattefin | Senior Aerospace Thailand > OEM=Safran Seats / Safran internal group,T4=Aluminium Corporation of China / Chalco | Hindalco Industries | Rio Tinto Alma Works | Rio Tinto Fer et Titane > T3=Euralliage Ile de France | Aluminium France | thyssenkrupp Materials France > T2=SUMPAR - internal machining/forming process > T1=SUMPAR | Groupe Segnere / SEGNERE Ade | Figeac Aero | MGA Villeneuve St Lot | ETS Gattefin | Senior Aerospace Thailand > OEM=Safran Seats / Safran internal group,T4;T3;T2;T1;OEM,T4;T3;T2;T1;OEM,,,,0,Aluminium Corporation of China / Chalco [baseline_primary],Euralliage Ile de France [baseline_primary],SUMPAR - internal machining/forming process [baseline_primary_assumed_internalized_process],SUMPAR [baseline_primary],4,3,1,6,T4 alternates=3; T3 alternates=2; T1 alternates=5; validate qualification/capacity/share before stress-test activation
all,124,Ens. Structure fixe,caoutchouc,rubber_silicone,complete_direct,"T4=Halcyon Hevecam | Socfin LAC Liberia | Halcyon SDCI-A | Halcyon PT Remco Jambi | Socfin SRC Weala | Socfin Okomu | Shandong Loyal Chemical Co., Ltd. | ChemChina | Orbia / Mexichem | BASF | Arkema S.A > T3=Toray Industries | Ensinger - material intermediate sourcing > T2=Ensinger | DuPont de Nemours | Plastiservice Charleroi > T1=MGA Villeneuve St Lot | ETS Gattefin | JAMCO Aircraft Interiors - Niigata | JAMCO Aircraft Interiors - Miyazaki | JAMCO Philippines Inc. > OEM=Safran Seats / Safran internal group","T4=Halcyon Hevecam | Socfin LAC Liberia | Halcyon SDCI-A | Halcyon PT Remco Jambi | Socfin SRC Weala | Socfin Okomu | Shandong Loyal Chemical Co., Ltd. | ChemChina | Orbia / Mexichem | BASF | Arkema S.A > T3=Ensinger - material intermediate sourcing > T2=Ensinger | DuPont de Nemours | Plastiservice Charleroi > T1=MGA Villeneuve St Lot | ETS Gattefin | JAMCO Aircraft Interiors - Niigata | JAMCO Aircraft Interiors - Miyazaki | JAMCO Philippines Inc. > OEM=Safran Seats / Safran internal group",T4;T3;T2;T1;OEM,T4;T3;T2;T1;OEM,,,,0,Halcyon Hevecam [baseline_primary],Ensinger - material intermediate sourcing [baseline_primary_assumed_material_processor],Ensinger [baseline_primary],MGA Villeneuve St Lot [baseline_primary],11,2,3,5,T4 alternates=10; T3 alternates=1; T2 alternates=2; T1 alternates=4; validate qualification/capacity/share before stress-test activation
