severity,category,record_index,supplier_index,system,component,supplier_name,role_hint,location,normalized_location,country,lat,lon,geocode_provider,geocode_query,description,detail
MEDIUM,MULTIPLE_PRIMARY_SUPPLIERS_PER_ROLE,81,,Ens. Structure fauteuil,inox,,,,,,,,,,,"role 'oem' has 2 primary suppliers: ['SAFRAN', 'Safran']"
MEDIUM,DUPLICATE_SUPPLIER_SAME_RECORD_ROLE,81,"7,10",Ens. Structure fauteuil,inox,Aubert&Duval,tier3_first_transformation,France,France,,45.9235016,2.8415731,cache:nominatim,"Aubert&Duval, France",Forge / métallurgie (1ère transformation),"duplicate supplier ('aubert duval', 'tier3_first_transformation', 'France') at positions [7, 10]"
MEDIUM,DUPLICATE_SUPPLIER_SAME_RECORD_ROLE,81,"18,21",Ens. Structure fauteuil,inox,Jamco Niigata,tier1,Japan,Japan,,38.0218,139.4275,manual,"9-113 Shimizu, Tainai, Niigata 959-2600, Japan",Systèmes intérieurs avion — Tier 1,"duplicate supplier ('jamco niigata', 'tier1', 'Japan') at positions [18, 21]"
MEDIUM,DUPLICATE_SUPPLIER_SAME_RECORD_ROLE,81,"19,22",Ens. Structure fauteuil,inox,Jamco Miyazaki,tier1,Japan,Japan,,31.8961,131.3429,manual,"8136-7 Tanocho-Ko, Miyazaki 889-1701, Japan",Systèmes intérieurs avion — Tier 1,"duplicate supplier ('jamco miyazaki', 'tier1', 'Japan') at positions [19, 22]"
MEDIUM,DUPLICATE_SUPPLIER_SAME_RECORD_ROLE,81,"20,23",Ens. Structure fauteuil,inox,Jamco Philippines (Clark),tier1,Philippines,Philippines,,15.1858,120.5615,manual,"Building N7000, Gil Puyat Ave, Clark Freeport Zone, Pampanga 2023, Philippines",Systèmes intérieurs avion — Tier 1,"duplicate supplier ('jamco philippines clark', 'tier1', 'Philippines') at positions [20, 23]"
MEDIUM,DUPLICATE_SUPPLIER_SAME_RECORD_ROLE,81,"24,25",Ens. Structure fauteuil,inox,SAFRAN,oem,France,France,,49.2625,2.003,manual,"ZA de la Reine Blanche, 60149 Saint-Crépin-Ibouvillers, France",OEM (constructeur / intégrateur final),"duplicate supplier ('safran', 'oem', 'France') at positions [24, 25]"
MEDIUM,RAW_MATERIALS_EMPTY,82,,Ensemble porte,Ertalon,,,,,,,,,,,raw_materials list is empty
HIGH,MASS_INVALID,82,,Ensemble porte,Ertalon,,,,,,,,,,,"mass_kg should be positive, got 0.0"
MEDIUM,MARKET_SHARE_INVALID,82,,Ensemble porte,Ertalon,,,,,,,,,,,"market_share_pct should be a 0-100 number, got ''"
MEDIUM,MULTIPLE_PRIMARY_SUPPLIERS_PER_ROLE,82,,Ensemble porte,Ertalon,,,,,,,,,,,"role 'tier2_second_transformation' has 2 primary suppliers: ['Ensinger', 'SUMPAR']"
MEDIUM,MULTIPLE_PRIMARY_SUPPLIERS_PER_ROLE,82,,Ensemble porte,Ertalon,,,,,,,,,,,"role 'tier1' has 2 primary suppliers: ['MGA Villeneuve St Lot', 'JV Group']"
MEDIUM,DUPLICATE_SUPPLIER_SAME_RECORD_ROLE,82,"3,6",Ensemble porte,Ertalon,DuPont de Nemours,tier2_second_transformation,USA,USA,,47.7979001,7.190275,nominatim,"DuPont de Nemours, USA",Polymères techniques (Kevlar/Nomex),"duplicate supplier ('dupont de nemours', 'tier2_second_transformation', 'USA') at positions [3, 6]"
MEDIUM,RAW_MATERIALS_EMPTY,83,,Ens. Tablette repas,Ertalon,,,,,,,,,,,raw_materials list is empty
HIGH,MASS_INVALID,83,,Ens. Tablette repas,Ertalon,,,,,,,,,,,"mass_kg should be positive, got 0.0"
MEDIUM,MARKET_SHARE_INVALID,83,,Ens. Tablette repas,Ertalon,,,,,,,,,,,"market_share_pct should be a 0-100 number, got ''"
MEDIUM,MULTIPLE_PRIMARY_SUPPLIERS_PER_ROLE,83,,Ens. Tablette repas,Ertalon,,,,,,,,,,,"role 'tier2_second_transformation' has 2 primary suppliers: ['Ensinger', 'SUMPAR']"
MEDIUM,MULTIPLE_PRIMARY_SUPPLIERS_PER_ROLE,83,,Ens. Tablette repas,Ertalon,,,,,,,,,,,"role 'tier1' has 2 primary suppliers: ['MGA Villeneuve St Lot', 'JV Group']"
MEDIUM,DUPLICATE_SUPPLIER_SAME_RECORD_ROLE,83,"3,6",Ens. Tablette repas,Ertalon,DuPont de Nemours,tier2_second_transformation,USA,USA,,47.7979001,7.190275,nominatim,"DuPont de Nemours, USA",Polymères techniques (Kevlar/Nomex),"duplicate supplier ('dupont de nemours', 'tier2_second_transformation', 'USA') at positions [3, 6]"
MEDIUM,RAW_MATERIALS_EMPTY,84,,Stowage assemblé avec porte,Ertalon,,,,,,,,,,,raw_materials list is empty
HIGH,MASS_INVALID,84,,Stowage assemblé avec porte,Ertalon,,,,,,,,,,,"mass_kg should be positive, got 0.0"
MEDIUM,MARKET_SHARE_INVALID,84,,Stowage assemblé avec porte,Ertalon,,,,,,,,,,,"market_share_pct should be a 0-100 number, got ''"
MEDIUM,MULTIPLE_PRIMARY_SUPPLIERS_PER_ROLE,84,,Stowage assemblé avec porte,Ertalon,,,,,,,,,,,"role 'tier2_second_transformation' has 2 primary suppliers: ['Ensinger', 'SUMPAR']"
MEDIUM,MULTIPLE_PRIMARY_SUPPLIERS_PER_ROLE,84,,Stowage assemblé avec porte,Ertalon,,,,,,,,,,,"role 'tier1' has 2 primary suppliers: ['MGA Villeneuve St Lot', 'JV Group']"
MEDIUM,DUPLICATE_SUPPLIER_SAME_RECORD_ROLE,84,"3,6",Stowage assemblé avec porte,Ertalon,DuPont de Nemours,tier2_second_transformation,USA,USA,,47.7979001,7.190275,nominatim,"DuPont de Nemours, USA",Polymères techniques (Kevlar/Nomex),"duplicate supplier ('dupont de nemours', 'tier2_second_transformation', 'USA') at positions [3, 6]"
MEDIUM,RAW_MATERIALS_EMPTY,85,,Structure ottoman horizontale,Ertalon,,,,,,,,,,,raw_materials list is empty
MEDIUM,MARKET_SHARE_INVALID,85,,Structure ottoman horizontale,Ertalon,,,,,,,,,,,"market_share_pct should be a 0-100 number, got ''"
MEDIUM,MULTIPLE_PRIMARY_SUPPLIERS_PER_ROLE,85,,Structure ottoman horizontale,Ertalon,,,,,,,,,,,"role 'tier2_second_transformation' has 2 primary suppliers: ['Ensinger', 'SUMPAR']"
MEDIUM,MULTIPLE_PRIMARY_SUPPLIERS_PER_ROLE,85,,Structure ottoman horizontale,Ertalon,,,,,,,,,,,"role 'tier1' has 2 primary suppliers: ['MGA Villeneuve St Lot', 'JV Group']"
MEDIUM,DUPLICATE_SUPPLIER_SAME_RECORD_ROLE,85,"3,6",Structure ottoman horizontale,Ertalon,DuPont de Nemours,tier2_second_transformation,USA,USA,,47.7979001,7.190275,nominatim,"DuPont de Nemours, USA",Polymères techniques (Kevlar/Nomex),"duplicate supplier ('dupont de nemours', 'tier2_second_transformation', 'USA') at positions [3, 6]"
MEDIUM,RAW_MATERIALS_EMPTY,86,,Coussin ottoman,FRMC55 (C55 = % de carbone) et FMR = ?,,,,,,,,,,,raw_materials list is empty
HIGH,MASS_INVALID,86,,Coussin ottoman,FRMC55 (C55 = % de carbone) et FMR = ?,,,,,,,,,,,"mass_kg should be positive, got 0.0"
MEDIUM,MARKET_SHARE_INVALID,86,,Coussin ottoman,FRMC55 (C55 = % de carbone) et FMR = ?,,,,,,,,,,,"market_share_pct should be a 0-100 number, got ''"
MEDIUM,MULTIPLE_PRIMARY_SUPPLIERS_PER_ROLE,86,,Coussin ottoman,FRMC55 (C55 = % de carbone) et FMR = ?,,,,,,,,,,,"role 'tier3_first_transformation' has 3 primary suppliers: ['Aubert&Duval', 'Aubert & Duval', 'Aubert&Duval']"
MEDIUM,MULTIPLE_PRIMARY_SUPPLIERS_PER_ROLE,86,,Coussin ottoman,FRMC55 (C55 = % de carbone) et FMR = ?,,,,,,,,,,,"role 'tier1' has 3 primary suppliers: ['ESPACE', 'MGA Villeneuve St Lot', 'ACH']"
MEDIUM,DUPLICATE_SUPPLIER_SAME_RECORD_ROLE,86,"7,8,11",Coussin ottoman,FRMC55 (C55 = % de carbone) et FMR = ?,Aubert&Duval,tier3_first_transformation,France,France,,45.9235016,2.8415731,cache:nominatim,"Aubert&Duval, France",Forge / métallurgie (1ère transformation),"duplicate supplier ('aubert duval', 'tier3_first_transformation', 'France') at positions [7, 8, 11]"
MEDIUM,RAW_MATERIALS_EMPTY,87,,Coussin têtière,FRMC55 (C55 = % de carbone) et FMR = ?,,,,,,,,,,,raw_materials list is empty
HIGH,MASS_INVALID,87,,Coussin têtière,FRMC55 (C55 = % de carbone) et FMR = ?,,,,,,,,,,,"mass_kg should be positive, got 0.0"
MEDIUM,MARKET_SHARE_INVALID,87,,Coussin têtière,FRMC55 (C55 = % de carbone) et FMR = ?,,,,,,,,,,,"market_share_pct should be a 0-100 number, got ''"
MEDIUM,MULTIPLE_PRIMARY_SUPPLIERS_PER_ROLE,87,,Coussin têtière,FRMC55 (C55 = % de carbone) et FMR = ?,,,,,,,,,,,"role 'tier3_first_transformation' has 3 primary suppliers: ['Aubert&Duval', 'Aubert & Duval', 'Aubert&Duval']"
MEDIUM,MULTIPLE_PRIMARY_SUPPLIERS_PER_ROLE,87,,Coussin têtière,FRMC55 (C55 = % de carbone) et FMR = ?,,,,,,,,,,,"role 'tier1' has 3 primary suppliers: ['ESPACE', 'MGA Villeneuve St Lot', 'ACH']"
MEDIUM,DUPLICATE_SUPPLIER_SAME_RECORD_ROLE,87,"7,8,11",Coussin têtière,FRMC55 (C55 = % de carbone) et FMR = ?,Aubert&Duval,tier3_first_transformation,France,France,,45.9235016,2.8415731,cache:nominatim,"Aubert&Duval, France",Forge / métallurgie (1ère transformation),"duplicate supplier ('aubert duval', 'tier3_first_transformation', 'France') at positions [7, 8, 11]"
MEDIUM,RAW_MATERIALS_EMPTY,88,,Ens. Coussin assise,FRMC55 (C55 = % de carbone) et FMR = ?,,,,,,,,,,,raw_materials list is empty
HIGH,MASS_INVALID,88,,Ens. Coussin assise,FRMC55 (C55 = % de carbone) et FMR = ?,,,,,,,,,,,"mass_kg should be positive, got 0.0"
MEDIUM,MARKET_SHARE_INVALID,88,,Ens. Coussin assise,FRMC55 (C55 = % de carbone) et FMR = ?,,,,,,,,,,,"market_share_pct should be a 0-100 number, got ''"
MEDIUM,MULTIPLE_PRIMARY_SUPPLIERS_PER_ROLE,88,,Ens. Coussin assise,FRMC55 (C55 = % de carbone) et FMR = ?,,,,,,,,,,,"role 'tier3_first_transformation' has 3 primary suppliers: ['Aubert&Duval', 'Aubert & Duval', 'Aubert&Duval']"
MEDIUM,MULTIPLE_PRIMARY_SUPPLIERS_PER_ROLE,88,,Ens. Coussin assise,FRMC55 (C55 = % de carbone) et FMR = ?,,,,,,,,,,,"role 'tier1' has 3 primary suppliers: ['ESPACE', 'MGA Villeneuve St Lot', 'ACH']"
MEDIUM,DUPLICATE_SUPPLIER_SAME_RECORD_ROLE,88,"7,8,11",Ens. Coussin assise,FRMC55 (C55 = % de carbone) et FMR = ?,Aubert&Duval,tier3_first_transformation,France,France,,45.9235016,2.8415731,cache:nominatim,"Aubert&Duval, France",Forge / métallurgie (1ère transformation),"duplicate supplier ('aubert duval', 'tier3_first_transformation', 'France') at positions [7, 8, 11]"
MEDIUM,RAW_MATERIALS_EMPTY,89,,Ens.coussin dossier version têtière,FRMC55 (C55 = % de carbone) et FMR = ?,,,,,,,,,,,raw_materials list is empty
HIGH,MASS_INVALID,89,,Ens.coussin dossier version têtière,FRMC55 (C55 = % de carbone) et FMR = ?,,,,,,,,,,,"mass_kg should be positive, got 0.0"
MEDIUM,MARKET_SHARE_INVALID,89,,Ens.coussin dossier version têtière,FRMC55 (C55 = % de carbone) et FMR = ?,,,,,,,,,,,"market_share_pct should be a 0-100 number, got ''"
MEDIUM,MULTIPLE_PRIMARY_SUPPLIERS_PER_ROLE,89,,Ens.coussin dossier version têtière,FRMC55 (C55 = % de carbone) et FMR = ?,,,,,,,,,,,"role 'tier3_first_transformation' has 3 primary suppliers: ['Aubert&Duval', 'Aubert & Duval', 'Aubert&Duval']"
MEDIUM,MULTIPLE_PRIMARY_SUPPLIERS_PER_ROLE,89,,Ens.coussin dossier version têtière,FRMC55 (C55 = % de carbone) et FMR = ?,,,,,,,,,,,"role 'tier1' has 3 primary suppliers: ['ESPACE', 'MGA Villeneuve St Lot', 'ACH']"
MEDIUM,DUPLICATE_SUPPLIER_SAME_RECORD_ROLE,89,"7,8,11",Ens.coussin dossier version têtière,FRMC55 (C55 = % de carbone) et FMR = ?,Aubert&Duval,tier3_first_transformation,France,France,,45.9235016,2.8415731,cache:nominatim,"Aubert&Duval, France",Forge / métallurgie (1ère transformation),"duplicate supplier ('aubert duval', 'tier3_first_transformation', 'France') at positions [7, 8, 11]"
MEDIUM,RAW_MATERIALS_EMPTY,90,,Ens. Coussin dossier,FRMC55 (C55 = % de carbone) et FMR = ?,,,,,,,,,,,raw_materials list is empty
HIGH,MASS_INVALID,90,,Ens. Coussin dossier,FRMC55 (C55 = % de carbone) et FMR = ?,,,,,,,,,,,"mass_kg should be positive, got 0.0"
MEDIUM,MARKET_SHARE_INVALID,90,,Ens. Coussin dossier,FRMC55 (C55 = % de carbone) et FMR = ?,,,,,,,,,,,"market_share_pct should be a 0-100 number, got ''"
MEDIUM,MULTIPLE_PRIMARY_SUPPLIERS_PER_ROLE,90,,Ens. Coussin dossier,FRMC55 (C55 = % de carbone) et FMR = ?,,,,,,,,,,,"role 'tier3_first_transformation' has 3 primary suppliers: ['Aubert&Duval', 'Aubert & Duval', 'Aubert&Duval']"
MEDIUM,MULTIPLE_PRIMARY_SUPPLIERS_PER_ROLE,90,,Ens. Coussin dossier,FRMC55 (C55 = % de carbone) et FMR = ?,,,,,,,,,,,"role 'tier1' has 3 primary suppliers: ['ESPACE', 'MGA Villeneuve St Lot', 'ACH']"
MEDIUM,DUPLICATE_SUPPLIER_SAME_RECORD_ROLE,90,"7,8,11",Ens. Coussin dossier,FRMC55 (C55 = % de carbone) et FMR = ?,Aubert&Duval,tier3_first_transformation,France,France,,45.9235016,2.8415731,cache:nominatim,"Aubert&Duval, France",Forge / métallurgie (1ère transformation),"duplicate supplier ('aubert duval', 'tier3_first_transformation', 'France') at positions [7, 8, 11]"
MEDIUM,RAW_MATERIALS_EMPTY,91,,Ens. Stowage latéral,FRMC55 (C55 = % de carbone) et FMR = ?,,,,,,,,,,,raw_materials list is empty
HIGH,MASS_INVALID,91,,Ens. Stowage latéral,FRMC55 (C55 = % de carbone) et FMR = ?,,,,,,,,,,,"mass_kg should be positive, got 0.0"
MEDIUM,MARKET_SHARE_INVALID,91,,Ens. Stowage latéral,FRMC55 (C55 = % de carbone) et FMR = ?,,,,,,,,,,,"market_share_pct should be a 0-100 number, got ''"
MEDIUM,MULTIPLE_PRIMARY_SUPPLIERS_PER_ROLE,91,,Ens. Stowage latéral,FRMC55 (C55 = % de carbone) et FMR = ?,,,,,,,,,,,"role 'tier3_first_transformation' has 3 primary suppliers: ['Aubert&Duval', 'Aubert & Duval', 'Aubert&Duval']"
MEDIUM,MULTIPLE_PRIMARY_SUPPLIERS_PER_ROLE,91,,Ens. Stowage latéral,FRMC55 (C55 = % de carbone) et FMR = ?,,,,,,,,,,,"role 'tier1' has 3 primary suppliers: ['ESPACE', 'MGA Villeneuve St Lot', 'ACH']"
MEDIUM,DUPLICATE_SUPPLIER_SAME_RECORD_ROLE,91,"7,8,11",Ens. Stowage latéral,FRMC55 (C55 = % de carbone) et FMR = ?,Aubert&Duval,tier3_first_transformation,France,France,,45.9235016,2.8415731,cache:nominatim,"Aubert&Duval, France",Forge / métallurgie (1ère transformation),"duplicate supplier ('aubert duval', 'tier3_first_transformation', 'France') at positions [7, 8, 11]"
MEDIUM,RAW_MATERIALS_EMPTY,92,,Manchette acc. Mobile,FRMC55 (C55 = % de carbone) et FMR = ?,,,,,,,,,,,raw_materials list is empty
HIGH,MASS_INVALID,92,,Manchette acc. Mobile,FRMC55 (C55 = % de carbone) et FMR = ?,,,,,,,,,,,"mass_kg should be positive, got 0.0"
MEDIUM,MARKET_SHARE_INVALID,92,,Manchette acc. Mobile,FRMC55 (C55 = % de carbone) et FMR = ?,,,,,,,,,,,"market_share_pct should be a 0-100 number, got ''"
MEDIUM,MULTIPLE_PRIMARY_SUPPLIERS_PER_ROLE,92,,Manchette acc. Mobile,FRMC55 (C55 = % de carbone) et FMR = ?,,,,,,,,,,,"role 'tier3_first_transformation' has 3 primary suppliers: ['Aubert&Duval', 'Aubert & Duval', 'Aubert&Duval']"
MEDIUM,MULTIPLE_PRIMARY_SUPPLIERS_PER_ROLE,92,,Manchette acc. Mobile,FRMC55 (C55 = % de carbone) et FMR = ?,,,,,,,,,,,"role 'tier1' has 3 primary suppliers: ['ESPACE', 'MGA Villeneuve St Lot', 'ACH']"
MEDIUM,DUPLICATE_SUPPLIER_SAME_RECORD_ROLE,92,"7,8,11",Manchette acc. Mobile,FRMC55 (C55 = % de carbone) et FMR = ?,Aubert&Duval,tier3_first_transformation,France,France,,45.9235016,2.8415731,cache:nominatim,"Aubert&Duval, France",Forge / métallurgie (1ère transformation),"duplicate supplier ('aubert duval', 'tier3_first_transformation', 'France') at positions [7, 8, 11]"
MEDIUM,RAW_MATERIALS_EMPTY,93,,Manchette équipée,FRMC55 (C55 = % de carbone) et FMR = ?,,,,,,,,,,,raw_materials list is empty
HIGH,MASS_INVALID,93,,Manchette équipée,FRMC55 (C55 = % de carbone) et FMR = ?,,,,,,,,,,,"mass_kg should be positive, got 0.0"
MEDIUM,MARKET_SHARE_INVALID,93,,Manchette équipée,FRMC55 (C55 = % de carbone) et FMR = ?,,,,,,,,,,,"market_share_pct should be a 0-100 number, got ''"
MEDIUM,MULTIPLE_PRIMARY_SUPPLIERS_PER_ROLE,93,,Manchette équipée,FRMC55 (C55 = % de carbone) et FMR = ?,,,,,,,,,,,"role 'tier3_first_transformation' has 3 primary suppliers: ['Aubert&Duval', 'Aubert & Duval', 'Aubert&Duval']"
MEDIUM,MULTIPLE_PRIMARY_SUPPLIERS_PER_ROLE,93,,Manchette équipée,FRMC55 (C55 = % de carbone) et FMR = ?,,,,,,,,,,,"role 'tier1' has 3 primary suppliers: ['ESPACE', 'MGA Villeneuve St Lot', 'ACH']"
MEDIUM,DUPLICATE_SUPPLIER_SAME_RECORD_ROLE,93,"7,8,11",Manchette équipée,FRMC55 (C55 = % de carbone) et FMR = ?,Aubert&Duval,tier3_first_transformation,France,France,,45.9235016,2.8415731,cache:nominatim,"Aubert&Duval, France",Forge / métallurgie (1ère transformation),"duplicate supplier ('aubert duval', 'tier3_first_transformation', 'France') at positions [7, 8, 11]"
MEDIUM,RAW_MATERIALS_EMPTY,94,,Accoudoir allée,inox,,,,,,,,,,,raw_materials list is empty
HIGH,MASS_INVALID,94,,Accoudoir allée,inox,,,,,,,,,,,"mass_kg should be positive, got 0.0"
MEDIUM,MARKET_SHARE_INVALID,94,,Accoudoir allée,inox,,,,,,,,,,,"market_share_pct should be a 0-100 number, got ''"
MEDIUM,MULTIPLE_PRIMARY_SUPPLIERS_PER_ROLE,94,,Accoudoir allée,inox,,,,,,,,,,,"role 'tier1' has 3 primary suppliers: ['SENIOR AEROSPACE', 'MGA Villeneuve St Lot', 'GATTEFIN']"
MEDIUM,MULTIPLE_PRIMARY_SUPPLIERS_PER_ROLE,94,,Accoudoir allée,inox,,,,,,,,,,,"role 'oem' has 2 primary suppliers: ['SAFRAN', 'Safran']"
MEDIUM,DUPLICATE_SUPPLIER_SAME_RECORD_ROLE,94,"7,10",Accoudoir allée,inox,Aubert&Duval,tier3_first_transformation,France,France,,45.9235016,2.8415731,cache:nominatim,"Aubert&Duval, France",Forge / métallurgie (1ère transformation),"duplicate supplier ('aubert duval', 'tier3_first_transformation', 'France') at positions [7, 10]"
MEDIUM,DUPLICATE_SUPPLIER_SAME_RECORD_ROLE,94,"18,21",Accoudoir allée,inox,Jamco Niigata,tier1,Japan,Japan,,38.0218,139.4275,manual,"9-113 Shimizu, Tainai, Niigata 959-2600, Japan",Systèmes intérieurs avion — Tier 1,"duplicate supplier ('jamco niigata', 'tier1', 'Japan') at positions [18, 21]"
MEDIUM,DUPLICATE_SUPPLIER_SAME_RECORD_ROLE,94,"19,22",Accoudoir allée,inox,Jamco Miyazaki,tier1,Japan,Japan,,31.8961,131.3429,manual,"8136-7 Tanocho-Ko, Miyazaki 889-1701, Japan",Systèmes intérieurs avion — Tier 1,"duplicate supplier ('jamco miyazaki', 'tier1', 'Japan') at positions [19, 22]"
MEDIUM,DUPLICATE_SUPPLIER_SAME_RECORD_ROLE,94,"20,23",Accoudoir allée,inox,Jamco Philippines (Clark),tier1,Philippines,Philippines,,15.1858,120.5615,manual,"Building N7000, Gil Puyat Ave, Clark Freeport Zone, Pampanga 2023, Philippines",Systèmes intérieurs avion — Tier 1,"duplicate supplier ('jamco philippines clark', 'tier1', 'Philippines') at positions [20, 23]"
MEDIUM,DUPLICATE_SUPPLIER_SAME_RECORD_ROLE,94,"24,25",Accoudoir allée,inox,SAFRAN,oem,France,France,,49.2625,2.003,manual,"ZA de la Reine Blanche, 60149 Saint-Crépin-Ibouvillers, France",OEM (constructeur / intégrateur final),"duplicate supplier ('safran', 'oem', 'France') at positions [24, 25]"
MEDIUM,RAW_MATERIALS_EMPTY,95,,Ens. Palette optimisée,inox,,,,,,,,,,,raw_materials list is empty
HIGH,MASS_INVALID,95,,Ens. Palette optimisée,inox,,,,,,,,,,,"mass_kg should be positive, got 0.0"
MEDIUM,MARKET_SHARE_INVALID,95,,Ens. Palette optimisée,inox,,,,,,,,,,,"market_share_pct should be a 0-100 number, got ''"
MEDIUM,MULTIPLE_PRIMARY_SUPPLIERS_PER_ROLE,95,,Ens. Palette optimisée,inox,,,,,,,,,,,"role 'tier1' has 3 primary suppliers: ['SENIOR AEROSPACE', 'MGA Villeneuve St Lot', 'GATTEFIN']"
MEDIUM,MULTIPLE_PRIMARY_SUPPLIERS_PER_ROLE,95,,Ens. Palette optimisée,inox,,,,,,,,,,,"role 'oem' has 2 primary suppliers: ['SAFRAN', 'Safran']"
MEDIUM,DUPLICATE_SUPPLIER_SAME_RECORD_ROLE,95,"7,10",Ens. Palette optimisée,inox,Aubert&Duval,tier3_first_transformation,France,France,,45.9235016,2.8415731,cache:nominatim,"Aubert&Duval, France",Forge / métallurgie (1ère transformation),"duplicate supplier ('aubert duval', 'tier3_first_transformation', 'France') at positions [7, 10]"
MEDIUM,DUPLICATE_SUPPLIER_SAME_RECORD_ROLE,95,"18,21",Ens. Palette optimisée,inox,Jamco Niigata,tier1,Japan,Japan,,38.0218,139.4275,manual,"9-113 Shimizu, Tainai, Niigata 959-2600, Japan",Systèmes intérieurs avion — Tier 1,"duplicate supplier ('jamco niigata', 'tier1', 'Japan') at positions [18, 21]"
MEDIUM,DUPLICATE_SUPPLIER_SAME_RECORD_ROLE,95,"19,22",Ens. Palette optimisée,inox,Jamco Miyazaki,tier1,Japan,Japan,,31.8961,131.3429,manual,"8136-7 Tanocho-Ko, Miyazaki 889-1701, Japan",Systèmes intérieurs avion — Tier 1,"duplicate supplier ('jamco miyazaki', 'tier1', 'Japan') at positions [19, 22]"
MEDIUM,DUPLICATE_SUPPLIER_SAME_RECORD_ROLE,95,"20,23",Ens. Palette optimisée,inox,Jamco Philippines (Clark),tier1,Philippines,Philippines,,15.1858,120.5615,manual,"Building N7000, Gil Puyat Ave, Clark Freeport Zone, Pampanga 2023, Philippines",Systèmes intérieurs avion — Tier 1,"duplicate supplier ('jamco philippines clark', 'tier1', 'Philippines') at positions [20, 23]"
MEDIUM,DUPLICATE_SUPPLIER_SAME_RECORD_ROLE,95,"24,25",Ens. Palette optimisée,inox,SAFRAN,oem,France,France,,49.2625,2.003,manual,"ZA de la Reine Blanche, 60149 Saint-Crépin-Ibouvillers, France",OEM (constructeur / intégrateur final),"duplicate supplier ('safran', 'oem', 'France') at positions [24, 25]"
MEDIUM,RAW_MATERIALS_EMPTY,96,,Ensemble porte,inox,,,,,,,,,,,raw_materials list is empty
HIGH,MASS_INVALID,96,,Ensemble porte,inox,,,,,,,,,,,"mass_kg should be positive, got 0.0"
MEDIUM,MARKET_SHARE_INVALID,96,,Ensemble porte,inox,,,,,,,,,,,"market_share_pct should be a 0-100 number, got ''"
MEDIUM,MULTIPLE_PRIMARY_SUPPLIERS_PER_ROLE,96,,Ensemble porte,inox,,,,,,,,,,,"role 'tier1' has 3 primary suppliers: ['SENIOR AEROSPACE', 'MGA Villeneuve St Lot', 'GATTEFIN']"
MEDIUM,MULTIPLE_PRIMARY_SUPPLIERS_PER_ROLE,96,,Ensemble porte,inox,,,,,,,,,,,"role 'oem' has 2 primary suppliers: ['SAFRAN', 'Safran']"
MEDIUM,DUPLICATE_SUPPLIER_SAME_RECORD_ROLE,96,"7,10",Ensemble porte,inox,Aubert&Duval,tier3_first_transformation,France,France,,45.9235016,2.8415731,cache:nominatim,"Aubert&Duval, France",Forge / métallurgie (1ère transformation),"duplicate supplier ('aubert duval', 'tier3_first_transformation', 'France') at positions [7, 10]"
